n_dpe,version_dpe,methode_du_dpe,categorie_erp,secteur_activite,type_energie_principale_chauffage,type_energie_n_1,type_usage_energie_n_1,conso_kwhep_m2_an,emission_ges_kgco2_m2_an,surface_utile,conso_finale_energie,conso_primaire_energie,frais_annuel_energie,annee_construction,etiquette_dpe
2263T1687319Y,3,2,4,22,6,7,6,272.4,7.6,100.0,72375.0,166462.5,20994.0,-1,4
2303T0478969R,4,3,5,25,6,7,6,1054.5,50.9,71.7,65930.0,125431.0,8019.500000000001,1600,7
2375T0776637F,4,3,4,7,7,7,2,566.6,15.8,100.0,20600.0,47380.0,972.0,-1,6
2456T0226709L,5,3,4,25,6,7,6,318.2,8.9,100.0,5479.0,12601.7,1168.0,-1,5
2380T2050517U,4,3,4,9,6,7,6,389.1,10.8,100.0,20258.0,46593.4,5876.0,-1,6
2459T0456031Q,5,2,5,25,6,7,6,678.4,18.9,1089.0,642426.0,1477579.8,102773.5,2010,7
2235T0074140N,3,2,4,20,6,4,6,129.6,25.8,100.0,6261.7,6800.7,414.0,2008,3
2236T1694366Y,3,2,4,11,7,7,2,215.2,6.0,381.3,108781.0,250196.3,17449.1,1949,4
2287T0730789G,3,2,4,9,6,7,6,115.6,3.2,100.0,2587.0,5950.1,750.0,1947,3
2225T1364083I,3,2,4,9,6,2,6,306.3,82.1,100.0,21521.5,24091.6,1951.0,-1,5
2375T4346753J,5,0,0,22,5,5,2,101.0,13.0,303.3,17213.6,69.3,1692.0,2023,2
2269T2308635Y,3,2,5,10,6,7,3,2306.0,243.0,120.0,205203.0,471966.0,32979.0,1949,7
2134T0942826L,2,4,4,26,6,6,6,0.1,0.1,100.0,0.0,0.0,0.0,2013,1
2144T0497865Y,0,4,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2392T1767291Y,4,3,4,22,6,7,6,287.1,31.2,100.0,49090.0,73908.3,8053.8,-1,4
2183T0684174E,1,4,4,5,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2273T1340623W,3,2,5,25,6,7,3,197.0,5.0,1853.5,476403.0,1095726.0,78606.0,1998,4
2151T0706344Q,1,2,4,20,6,7,3,249.0,7.0,79.6,25887.0,59541.0,3354.0,1947,7
2149T0496163R,0,2,5,25,4,7,5,147.1,8.5,459.0,74864.1,172187.4,13909.900000000001,2006,3
2217T2141039Y,3,2,4,16,6,7,6,148.6,4.1,100.0,23378.0,53769.4,1174.0,-1,3
2244T3042838O,4,3,4,26,6,4,6,286.3,49.5,100.0,28222.0,33327.1,2127.0,-1,4
2220T0754266Q,3,2,4,10,6,7,6,676.4,18.8,100.0,46612.0,107207.6,4661.3,1947,7
2368T3021128N,5,2,4,22,6,7,6,362.2,15.7,100.0,191094.7,287651.7,33250.0,-1,5
2169T0710582I,1,2,4,26,6,7,6,257.3,13.9,100.0,375839.4,737738.6,63553.0,2001,4
2127T0370121B,0,2,4,6,6,7,6,380.2,47.1,100.0,26620.0,37642.7,3357.0,1947,5
2333T0545599N,4,3,4,9,6,7,6,222.0,6.2,100.0,17815.0,40974.5,3649.0,-1,4
2217T2145664V,4,2,4,25,6,4,6,271.5,56.4,1555.8,782060.7,807466.6,50561.8,1987,4
2252T0307251Z,2,2,5,25,4,4,2,37.0,8.4,110.0,4069.0,4069.0,661.1,1949,2
2228T1944731B,4,2,4,22,6,4,6,193.8,30.0,100.0,563455.3,708847.3,46874.0,-1,4
2275T0894608N,3,2,4,11,6,4,6,299.2,46.0,100.0,109431.09999999999,138225.59999999998,10755.0,1910,3
2392T3383235Q,5,3,4,20,6,7,6,356.4,9.9,100.0,21816.0,50176.8,6328.3,2014,5
2110T0652646T,1,2,5,6,6,7,3,174.0,5.0,245.0,55449.0,127536.0,7986.0,1949,4
2329T3866417D,5,2,0,25,4,4,2,272.0,50.0,9381.9,2243215.0,272.5,0.0,1948,5
2328T2000020P,4,3,4,9,6,7,6,1060.1,48.5,100.0,75307.6,155097.7,1507.8,-1,7
2117T0320980Q,0,2,4,10,6,7,6,1119.3,36.4,46.5,22190.0,57250.2,3082.2,1970,7
2256T0323814E,3,2,4,25,6,7,6,272.3,7.6,100.0,9767.0,22464.1,2833.0,2006,5
2219T0227602H,3,2,4,26,6,4,6,53.6,12.2,100.0,7370.3,7370.3,2138.0,1990,2
2135T0827175J,1,2,0,3,5,7,2,182.0,18.0,4556.0,551608.2,182.8,51507.399999999994,1968,3
2222T2687474W,4,2,5,26,6,4,6,82.7,12.0,667.0,125687.4,169586.4,11536.099999999999,1990,2
2392T1039178P,4,2,4,7,6,7,6,879.9,24.5,100.0,22547.0,51858.1,6514.0,-1,7
2269T0181748P,3,2,4,25,6,7,6,30.7,0.9,100.0,15778.0,36289.4,3000.0,1948,1
2347T1291684Q,4,2,4,7,6,7,6,46.2,1.3,100.0,12888.3,29643.2,2190.8,2002,2
2259T0960305S,3,2,4,9,6,4,6,291.4,56.5,100.0,30727.3,33909.7,2798.0,-1,5
2347T1938542U,4,2,4,26,6,7,6,220.9,6.1,100.0,11832.0,27213.6,1154.2,2001,4
2310T1376723Y,5,2,5,25,6,7,6,231.1,6.4,44.0,4421.5,10169.5,1880.7,2004,4
2144T0754830F,1,2,4,10,6,4,6,241.5,39.1,100.0,21641.0,26561.5,6277.0,1947,4
2314T0430442R,4,2,5,26,6,7,6,340.9,33.9,152.9,43539.0,100139.70000000001,7017.5,1945,4
2269T1918036X,3,2,5,25,6,7,3,160.0,4.0,88.3,18369.0,42249.0,3171.0,1949,3
2285T2354722D,4,2,0,25,7,7,2,134.0,3.0,751.0,43927.0,134.5,6589.1,1981,3
2435T0285843A,5,2,4,22,6,7,6,116.4,3.2,167.3,25406.0,58433.8,4520.0,2021,3
2359T3772437R,5,3,4,7,6,7,6,774.3,21.5,100.0,152286.0,350257.8,30457.0,1950,7
2348T1012856N,4,2,0,22,7,7,2,378.0,10.0,85.2,14027.3,378.9,2104.0,1945,5
2394T1924380X,4,2,0,16,1,7,2,141.0,6.0,6303.0,575548.4,142.0,66199.3,1968,3
2383T2395219R,4,2,4,7,6,7,6,82.2,2.3,100.0,6900.0,15870.0,1308.8,2003,2
2376T3140763E,5,3,4,22,6,7,6,119.2,3.3,100.0,1026.0,2359.8,501.0,-1,3
2484T0284484Q,5,3,4,9,6,7,6,70.4,2.0,100.0,1775.0,4082.5,406.1,-1,2
2262T1849556U,3,2,5,25,6,7,6,288.7,8.0,132.0,16574.0,38120.2,2706.0,1900,5
2175T0365961X,0,4,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2263T2841491E,4,2,4,9,6,7,6,88.5,2.5,100.0,20734.0,47688.2,4281.8,2014,2
2189T0953969D,1,6,3,9,6,7,1,201.2,24.8,9341.0,1325325.0,1879229.0,123555.4,2014,2
2377T0483205L,4,2,5,26,6,7,3,542.0,15.0,1123.4,794796.0,1828032.0,36720.0,1997,6
2269T2915123K,4,2,4,26,6,7,6,60.4,4.0,100.0,26908.9,49462.6,3549.0,-1,2
2368T3782754V,5,2,4,22,6,7,6,61.4,2.2,21.0,616.5,1418.0,73.1,2000,2
2360T3503795I,5,2,5,26,6,4,6,316.6,56.5,139.7,38148.0,44242.4,3249.4,1970,4
2378T2234544R,4,2,4,9,6,7,6,192.5,20.4,100.0,125047.5,190576.6,13533.0,-1,4
2333T0052175R,4,3,4,22,6,7,6,201.8,5.6,100.0,7912.5,18198.8,2295.5,-1,3
2275T2008891O,3,2,4,9,6,7,6,362.6,10.1,100.0,3765.0,8659.5,400.0,-1,5
2102T0331769A,0,4,4,7,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2113T0110714I,0,6,4,5,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1989,1
2214T1697137R,3,2,0,25,7,7,2,175.0,4.0,1553.2,118396.0,175.3,21178.1,2013,4
2213T0606243E,3,2,5,26,6,7,3,118.2,3.3,234.9,12067.0,27754.1,1992.7,2008,3
2395T2199477P,5,2,5,25,4,4,2,110.0,17.7,8294.0,874449.7,1220374.5,81402.8,1973,3
2113T0922112Y,2,2,2,7,6,7,6,265.5,30.4,100.0,1061841.4,1558606.5,80961.6,1975,3
2330T1882884L,5,3,4,20,6,7,6,233.8,6.5,120.3,24468.0,56276.399999999994,2936.1,1989,4
2337T3115124O,5,2,5,26,6,7,6,44.6,1.2,310.6,6023.0,13852.9,1041.7,1994,1
2369T2639316M,5,2,4,26,6,7,6,258.3,7.2,100.0,93891.7,215950.9,9356.9,-1,4
2194T0265797E,0,2,4,9,6,7,6,404.0,11.2,100.0,12314.0,28322.2,1385.0,1947,6
2372T2668348F,5,2,4,9,6,7,6,67.3,1.9,100.0,15254.0,35084.2,4425.0,-1,2
2257T1669418F,3,2,4,9,6,7,6,173.6,8.8,100.0,58604.200000000004,117258.09999999999,16999.3,-1,4
2149T0607478A,1,2,5,25,6,7,6,248.4,18.0,1190.0,299001.0,687702.3,49747.0,1989,3
2391T0762806W,4,2,4,26,6,7,6,409.4,11.4,100.0,19578.0,45029.4,3132.0,-1,5
2369T2134770W,5,0,5,25,7,7,3,49.4,1.4,10.1,137.4,316.0,39.8,2023,1
2375T0472600M,4,2,4,11,6,7,6,584.5,16.3,100.0,104833.5,241117.1,30409.0,-1,5
2447T0224863C,5,3,4,10,6,7,6,181.3,5.1,100.0,14100.0,26450.0,1701.0,-1,4
2393T0963424A,4,2,4,9,6,7,6,159.9,4.4,100.0,46953.0,107991.9,13620.0,-1,3
2394T1874337E,4,2,4,9,6,7,6,79.1,2.2,100.0,7189.0,16534.7,2085.0,-1,2
2271T0636907U,3,2,4,25,6,7,6,66.1,1.8,100.0,21487.5,49421.3,5803.5,1989,2
2335T0918355J,4,2,4,11,6,4,6,376.6,50.3,100.0,60862.3,82858.3,5413.0,-1,4
2379T2359310K,5,2,5,10,6,7,3,393.0,11.0,220.6,113082.0,260088.0,18249.0,1949,4
2318T1556313O,4,3,5,25,6,7,4,662.0,95.0,36.6,42042.0,42042.0,4341.0,1948,6
2375T0463311F,4,3,4,9,6,7,0,387.9,10.8,100.0,4267.0,9814.1,486.0,-1,6
2375T0679258W,4,2,0,25,7,7,2,242.0,16.0,293.7,39389.4,242.1,1519.0,1948,4
2362T1423867E,4,2,4,9,6,7,6,367.7,10.2,100.0,29605.0,68091.5,8588.0,-1,5
2281T2348705O,4,3,5,25,7,7,2,285.5,7.9,105.0,32259.0,74195.7,5213.9,1900,5
2317T2185180S,4,3,4,7,7,7,2,202.4,5.6,100.0,4417.0,10159.1,1198.6,-1,4
2220T3211850C,4,3,5,9,6,7,3,852.0,24.0,106.2,118023.0,271455.0,16995.0,1987,4
2269T0341666H,2,2,0,25,7,7,2,184.0,5.0,4435.0,356000.0,184.6,56319.2,1961,4
2361T3315707F,5,0,0,25,4,4,2,70.0,10.0,100.4,5465.7,67.5,767.0,2023,2
2244T3203667H,4,2,5,25,4,4,2,75.1,17.0,342.7,25731.0,25731.0,1911.0,2004,2
2162T0677339M,1,4,4,10,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2308T2974483E,5,2,4,25,6,2,6,496.7,133.3,100.0,22170.4,24797.7,1480.0,-1,6
2113T0945766S,2,4,4,9,6,6,6,0.1,0.1,100.0,0.0,0.0,0.0,1948,1
2195T0131702S,0,6,4,7,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2485T0105123E,5,2,5,25,7,7,2,121.3,3.4,177.0,9332.0,21463.6,1562.4,2011,3
2256T2783475N,4,2,4,10,6,7,6,369.5,10.3,81.0,14315.2,32925.0,4152.3,-1,5
2371T1478848E,4,3,4,10,6,7,6,525.0,59.1,100.0,58098.8,86048.8,5753.8,-1,7
2313T0756303T,4,3,4,20,6,4,6,156.3,21.5,100.0,11141.1,14942.3,1762.0,-1,3
2226T2108930I,3,0,0,25,7,7,4,129.0,3.0,314.0,20447.6,149.70000000000002,3352.0,2022,3
2260T0072869P,2,2,4,25,6,4,6,345.8,51.4,100.0,141670.8,182202.2,7894.0,1948,5
2133T0632967T,1,2,5,25,6,7,6,347.2,9.7,1255.0,568333.0,1307165.9,90926.7,1992,3
2169T0437451H,0,4,4,5,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1989,1
2241T1474708T,3,2,4,22,6,4,6,314.0,71.3,100.0,5886.5,5886.5,375.0,1973,4
2343T3889425P,5,2,4,7,6,0,6,238.6,6.2,100.0,516024.0,716398.2,53720.0,-1,4
2360T0027356D,4,2,4,22,6,7,6,184.5,5.1,100.0,33079.5,76082.9,9595.5,-1,3
2238T2286363D,4,2,5,25,6,4,6,214.5,32.1,164.2,49349.0,57523.4,3786.1000000000004,1977,4
2254T0186486G,3,2,4,9,6,7,6,433.0,12.0,100.0,8930.0,20539.0,2590.0,1947,6
2485T0283108T,5,2,4,11,6,7,6,160.2,16.0,100.0,177163.3,294214.5,25214.9,-1,2
2391T0795327R,4,2,0,25,7,7,2,122.0,10.0,356.0,26103.8,123.0,3653.3,1990,3
2271T0149543A,3,2,4,9,6,7,6,215.8,15.2,100.0,11327.3,15869.5,1705.1,1948,4
2177T0890789R,2,4,4,25,6,6,6,0.1,0.1,100.0,0.0,0.0,0.0,1948,1
2106T1043600H,3,2,5,26,7,7,2,98.0,2.7,502.1,17836.8,41024.6,2907.9,1991,2
2240T3024109B,4,2,4,14,6,7,6,6337.2,463.8,100.0,858271.4,1590054.4,248958.0,-1,7
2363T2202637X,4,2,4,9,6,7,6,460.8,12.8,100.0,8815.0,20274.5,3614.0,-1,6
2269T0943394R,3,2,5,25,6,7,1,307.5,8.6,7912.0,1163741.0,2676604.3,186070.5,2013,4
2106T0091939Y,0,6,4,4,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2377T1674686Q,4,3,4,22,6,7,6,301.3,8.4,100.0,16573.0,38117.9,4807.0,-1,5
2277T1012940V,3,2,4,25,6,7,6,119.9,3.3,100.0,8507.0,19566.1,1446.0,-1,3
2393T2994824U,5,2,4,26,6,7,6,160.3,4.5,100.0,82198.7,189056.9,23843.3,2015,3
2357T3485530S,5,2,4,26,4,4,2,182.3,28.6,100.0,209985.3,262016.5,25305.7,2013,4
2259T0506362J,3,0,4,22,7,7,4,50.9,1.4,100.0,767.0,1764.1,222.5,2021,1
2244T3051809P,4,2,4,22,6,7,6,231.7,6.4,100.0,13591.0,31259.3,3942.0,-1,4
2259T2209412H,4,3,4,26,6,5,6,222.5,40.0,100.0,15102.1,20061.6,1662.0,-1,4
2303T1643107F,4,3,4,9,6,7,6,99.4,2.8,100.0,3773.3,8678.7,1094.3,-1,3
2294T0538191X,3,2,4,26,6,7,6,966.5,72.8,100.0,153463.9,292024.4,35099.0,1989,7
2113T0707593F,1,2,4,22,6,7,6,249.0,6.9,100.0,12931.0,29741.3,4709.0,1947,4
2394T3900496J,5,3,5,25,7,7,2,145.8,4.1,95.9,6077.0,13977.1,4922.4,1900,3
2120T0292900T,0,6,5,25,7,7,2,155.8,5.7,55.4,3754.0,8634.2,1135.9,1900,3
2428T0582819X,5,2,4,26,6,4,6,213.1,29.1,100.0,132484.4,178189.3,19613.6,1991,4
2371T1953013H,4,2,4,22,6,7,6,14.2,0.4,100.0,40771.0,93773.3,11826.0,2005,1
2306T1356603Y,4,3,4,13,6,7,6,106.5,3.0,100.0,2495.0,5738.5,286.4,-1,3
2285T2833943S,4,2,4,20,6,7,6,256.4,15.7,100.0,29051.1,54888.0,2759.3,2005,4
2200T0446548O,3,2,4,26,6,7,6,61.2,1.7,100.0,8014.0,18432.2,1047.0,1997,2
2245T0605966T,2,2,0,22,7,7,2,657.0,18.0,58.9,16829.3,657.7,2663.9,1945,6
2117T1014781H,2,2,4,11,6,7,6,140.1,3.9,100.0,2787.0,6410.1,808.0,1948,3
2306T2631380V,5,3,4,9,6,7,6,1084.2,30.2,49.7,5857.0,13471.1,1015.6,1975,7
2233T3197712V,4,0,5,25,7,7,4,398.6,11.1,283.5,46215.1,106294.79999999999,7442.0,2022,6
2377T3146002S,5,2,4,25,6,7,6,303.7,8.4,100.0,55915.0,128604.5,16219.0,-1,5
2257T0120116R,3,2,4,26,6,4,6,97.8,12.6,100.0,19360.2,26790.199999999997,2057.9,1948,2
2267T1063955O,3,2,0,25,4,4,2,104.0,18.0,296.5,26439.3,104.4,1844.2,1945,2
2338T4329906Z,5,2,4,26,6,7,6,101.8,2.8,100.0,6086.7,13999.3,1294.0,-1,2
2338T0366543Y,4,2,4,22,6,7,6,377.6,10.5,212.2,69679.0,160261.7,11197.0,1990,5
2351T3319942S,5,3,4,9,6,7,6,265.3,7.4,100.0,6499.0,14947.7,1885.0,-1,4
2277T1565927O,3,2,4,22,6,7,6,191.1,5.3,100.0,5987.0,13770.1,1740.0,-1,3
2394T3791897M,5,3,4,9,6,7,6,347.1,9.7,100.0,18403.0,42326.9,5338.0,-1,5
2391T2573946C,5,2,4,10,6,7,6,389.0,27.5,100.0,26830.4,48241.4,4065.0,-1,6
2144T0203368D,0,6,0,25,7,7,2,718.0,25.0,155.0,48401.7,718.2,4840.3,1961,6
2375T2124581F,4,3,4,9,6,7,6,373.2,10.4,100.0,10174.0,23400.2,2951.0,-1,5
2172T0296065M,0,2,4,22,6,7,6,162.1,4.5,100.0,6782.0,15598.6,2470.0,1948,3
2291T0618298V,3,2,4,9,6,4,6,168.3,34.6,100.0,10006.699999999999,10644.699999999999,2903.0,1970,3
2351T0031523B,4,2,4,22,6,7,6,136.0,3.8,100.0,5409.0,12440.7,1162.0,-1,3
2177T0940897X,2,2,4,7,6,7,6,40.7,1.1,100.0,11693.0,26893.9,3395.0,1989,2
2376T4363744X,5,2,4,9,6,7,6,318.3,8.9,100.0,8678.0,19959.4,2517.0,-1,5
2235T2205333M,4,2,4,9,6,7,6,173.5,4.8,100.0,10604.0,24389.2,1309.0,-1,4
2214T1300913H,3,2,4,10,6,7,6,1346.1,37.5,100.0,13010.5,29924.2,1489.5,-1,7
2378T1461135E,4,2,4,25,6,7,6,92.6,2.6,100.0,3143.0,7228.9,194.0,-1,3
2369T4176526Y,5,0,0,22,7,7,5,76.0,2.0,6232.7,163831.4,60.400000000000006,26336.0,2023,2
2178T0022527A,0,6,0,7,6,7,6,132.8,3.7,100.0,2806.0,6453.8,427.5,1947,3
2301T0964308M,4,3,5,25,6,4,6,312.3,53.0,70.4,34049.600000000006,37631.100000000006,2814.6,1900,5
2338T3957806L,5,3,4,9,6,7,6,322.1,9.0,100.0,3620.0,8326.0,1050.0,-1,5
2354T1872889Y,4,3,4,22,6,4,6,168.4,38.2,100.0,208450.1,208450.1,22563.5,-1,3
2368T1399458P,4,3,4,7,6,7,6,101.6,9.3,100.0,7926.0,12888.1,1409.0,1993,3
2477T0112734P,5,2,4,16,6,7,6,249.7,20.6,100.0,36520.6,61916.8,7556.0,-1,4
2391T0795318I,4,2,0,25,7,7,2,120.0,10.0,125.0,8959.8,120.2,1253.9,1990,2
2269T0487361Y,3,2,4,9,6,7,6,205.0,21.5,100.0,51398.1,78638.29999999999,6044.0,1989,4
2159T0178245L,0,6,4,7,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2253T1644285K,3,2,0,16,4,4,2,137.0,15.0,44701.0,4828810.0,138.0,72475901880.0,1957,3
2367T1980472G,5,1,0,25,4,4,2,93.0,16.0,2948.3,217769.7,4334.9,15151.0,2023,2
2275T1185026L,3,2,5,25,6,7,6,183.9,5.1,88.0,7038.0,16187.4,1201.4,1900,4
2306T4528180R,5,2,5,25,6,7,6,86.4,2.4,101.9,3829.0,8806.7,703.1,1980,2
2385T1112956Y,4,2,4,26,6,7,6,301.5,8.4,142.0,20479.0,47101.7,3748.4,-1,5
2369T0683229J,4,3,4,22,6,4,6,73.4,16.7,100.0,2635.0,2635.0,352.2,1974,2
2113T0162773P,0,6,4,22,6,7,6,375.8,10.5,100.0,143784.7,330704.7,17973.0,1989,5
2374T1762397A,4,2,4,9,6,4,6,138.9,31.5,100.0,10393.8,10393.8,1155.9,-1,3
2307T3719012W,5,2,4,16,6,4,6,136.1,17.5,100.0,410966.6,570390.0,119209.0,2004,3
2170T0242693Q,0,6,5,25,6,7,6,446.1,29.4,689.0,159416.0,307387.2,24035.399999999998,1948,6
2337T0940957T,4,3,4,10,6,7,6,485.9,13.5,100.0,11620.0,26726.0,1975.0,-1,6
2475T0222623A,5,3,4,9,6,7,6,119.2,3.3,100.0,26500.0,60950.0,10070.0,-1,3
2376T3887457E,5,2,5,25,6,7,6,147.3,4.1,46.0,2945.0,6773.5,568.9,2016,3
2394T2879273O,5,2,4,25,6,4,6,124.7,28.3,100.0,5268990.0,5268990.0,585964.0,2004,3
2206T1925240O,3,2,5,25,7,7,2,449.9,12.5,602.7,353692.0,813491.6000000001,56607.899999999994,1994,6
2282T2302425P,4,3,4,9,6,7,6,626.6,17.4,100.0,12488.0,28722.4,3622.0,-1,7
2394T3411573Q,5,2,4,8,6,7,6,96.3,2.7,100.0,69109.0,158950.7,12822.0,-1,3
2364T4373983G,5,3,4,22,6,7,6,66.2,1.8,100.0,3554.4,8175.1,2232.6,-1,2
2354T0487859O,4,2,4,22,6,4,6,358.7,66.0,100.0,22598.9,25751.4,1800.0,-1,5
2165T0481870O,0,2,4,20,6,4,6,122.2,21.2,100.0,26394.0,31154.1,4710.7,1989,3
2362T1922567Y,5,2,5,26,6,7,6,276.0,7.7,216.2,77843.0,179038.9,12502.300000000001,1930,4
2375T2207080G,4,3,4,10,6,7,6,2043.7,56.9,100.0,45558.0,104783.4,7772.0,-1,7
2311T2446020U,5,2,5,25,6,7,6,510.6,14.2,119.3,26491.0,60929.3,4291.6,1900,6
2268T0748322W,3,2,4,10,6,3,6,277.8,58.4,100.0,59280.0,59280.0,6801.0,1947,5
2159T0791702Y,1,2,4,22,6,7,6,165.5,20.0,100.0,15536.3,22215.9,5151.4,1947,3
2375T0115640G,4,3,4,10,6,4,6,252.8,57.4,100.0,45729.1,45729.1,13264.7,-1,4
2206T3074062A,4,2,5,25,7,7,2,185.7,5.2,50.8,12305.0,28301.5,1870.3,1900,4
2229T3128289O,4,3,4,10,6,7,6,419.4,30.5,215.0,91153.0,209651.9,14630.5,1949,6
2395T1480717Z,5,3,5,26,6,7,6,311.8,8.7,21.5,5830.0,13409.0,1011.3000000000001,1930,4
2359T3486892E,5,0,0,22,7,7,2,80.0,2.0,5051.2,128691.20000000001,1512.5,20624.0,2022,2
2375T0359353V,4,3,4,22,6,7,6,334.1,24.0,100.0,55329.9,98859.1,12143.0,1801,4
2113T0795112I,1,6,0,25,7,7,2,1008.0,34.0,3000.0,1314898.0,1008.1,114734.0,1961,7
2224T0480167N,3,2,5,25,2,2,2,122.9,39.8,73.0,8973.0,8973.0,820.3,1960,3
2125T0290057P,0,6,5,26,6,7,6,122.4,4.5,114.0,6066.0,13951.8,2006.8,1975,3
2179T0145629T,0,2,5,25,6,7,3,198.0,6.0,116.6,30162.0,69372.0,4344.0,1949,3
2271T2849432X,4,2,4,26,6,7,6,685.9,19.1,100.0,19330.0,44459.0,4543.0,1921,6
2322T0026843Y,4,3,4,9,6,7,6,343.5,9.6,100.0,7343.0,16888.9,2130.0,-1,5
2269T2922876P,4,2,0,25,7,7,2,185.0,5.0,107.8,8701.0,185.6,1207.7,1999,3
2475T0009455G,5,2,5,26,6,7,6,213.9,14.4,4565.0,830036.0,1909082.8,85606.5,1900,4
2306T4048731I,5,3,5,25,6,4,6,490.2,67.9,120.0,44050.0,58818.0,4247.1,1940,6
2335T0884667R,4,0,4,22,7,7,5,66.7,1.9,100.0,48880.4,112424.9,6755.299999999999,-1,2
2356T1526024B,4,2,4,10,4,7,6,461.3,30.3,100.0,146277.0,269877.1,42432.0,-1,6
2380T3883167I,5,2,4,22,7,7,2,53.9,1.5,182.8,4284.0,9853.2,772.1,1980,2
2231T1902521S,4,2,4,25,6,7,6,251.0,7.0,100.0,10590.0,24357.0,3072.0,-1,4
2318T1753402X,4,2,4,10,6,7,6,299.1,19.2,100.0,34543.2,64162.399999999994,3936.3,-1,5
2331T0337852E,4,2,4,9,7,7,2,1714.9,47.7,100.0,21653.0,49801.9,2382.0,-1,7
2102T0394379C,0,2,4,5,6,7,6,171.3,4.8,100.0,15158.0,34863.4,2542.0,2006,3
2369T3996440O,5,2,4,22,6,7,6,186.1,5.2,100.0,30000.0,69000.0,12000.0,1990,3
2269T0480861Y,3,2,4,22,6,7,6,800.3,22.3,100.0,13933.0,32045.9,2516.6,1947,7
2335T3750643N,5,3,4,10,6,7,6,392.8,38.4,100.0,53620.0,84690.0,9245.4,-1,6
2293T1608897W,3,2,5,9,6,7,3,433.0,12.0,396.0,223521.0,514101.0,35907.0,1990,7
2369T3270533B,5,2,4,26,6,7,6,99.7,4.9,100.0,152904.0,309569.6,18821.0,-1,2
2268T2637415H,4,2,4,9,6,7,6,393.9,11.0,32.5,5566.4,12802.6,979.3,1949,6
2177T0907437Z,2,2,4,25,6,7,6,202.1,5.6,100.0,273275.0,628532.5,79269.0,1975,4
2267T0321291O,3,2,4,25,6,7,6,40.9,1.1,100.0,5872.0,13505.6,1703.0,2015,2
2133T0308502I,0,4,4,7,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2326T0228028Z,4,2,4,25,6,7,6,468.3,13.0,100.0,25980.0,59754.0,7536.0,-1,6
2228T1792646Q,3,2,4,22,6,7,6,850.1,23.7,100.0,13702.0,31514.6,3975.0,-1,7
2108T0649130L,1,4,4,8,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,2013,1
2383T0580241V,4,3,4,9,6,7,6,194.5,5.4,100.0,8974.0,20640.2,946.3,-1,4
2169T0519237X,0,2,4,9,6,7,6,148.6,4.1,100.0,25435.0,58500.5,3306.6,1948,3
2368T3622815I,5,2,4,11,6,4,6,119.5,15.8,100.0,329970.6,451852.6,21150.3,1605,2
2377T4208818G,5,2,4,19,6,4,6,203.9,37.1,100.0,21318.9,24438.9,2700.0,-1,4
2344T1905009Y,4,0,0,25,7,7,2,60.0,3.0,1942.7,123071.6,1014.1999999999999,13309.0,2023,2
2244T2489372K,4,2,5,25,7,7,2,446.6,23.8,3837.0,1662995.1,3351866.7,105194.1,1900,6
2322T0138740R,4,3,4,10,6,2,6,284.8,57.8,100.0,16861.0,21931.0,3700.0,-1,5
2335T2569251J,5,3,4,9,6,7,6,328.2,9.1,100.0,11167.0,25684.1,2102.0,-1,5
2212T0879577Z,2,2,5,25,4,4,2,246.9,56.0,82.0,18557.0,18557.0,1596.0,1949,4
2338T3404720X,5,3,4,22,6,7,6,252.0,7.0,100.0,8844.3,20342.0,2310.7,2017,4
2253T1924647O,3,2,0,22,7,7,2,127.0,3.0,348.0,19333.3,127.8,3166.7,1948,3
2395T1906937B,5,0,0,25,7,7,2,57.0,1.0,804.5,19942.0,156.0,3245.0,2023,2
2261T0854224T,2,2,4,9,6,7,6,1333.8,37.1,199.0,115402.0,265424.6,18507.6,1900,7
2334T0047555A,4,2,5,25,6,7,3,78.0,2.0,220.2,22263.0,51204.0,3786.0,2012,2
2288T0194788W,2,2,5,9,6,7,3,481.0,13.0,89.3,56001.0,128799.0,9123.0,1949,5
2154T0384284V,0,4,4,5,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,2013,1
2362T3077505Q,5,0,0,22,7,7,2,76.0,2.0,811.7,19078.6,54.099999999999994,3094.0,2023,2
2234T2223575B,4,2,4,26,6,7,6,17.6,0.5,100.0,1040.9,2394.1,139.9,-1,1
2391T1147881L,4,2,4,10,6,7,6,330.8,9.2,100.0,9765.0,22459.5,2833.0,-1,5
2388T0956606P,4,2,0,25,1,1,2,474.0,152.0,253.0,107900.0,474.8,4848.8,1948,5
